sid,344,345,346,347,340,341,342,343,348,349,298,296,297,294,295,293,290,291,195,270,271,3142,274,275,276,3147,278,279,524,525,526,527,520,521,522,523,528,529,449,448,443,442,441,440,447,446,445,444,3092,3093,3090,3091,3097,438,439,436,437,434,435,432,433,430,431,339,335,334,337,336,331,330,332,3067,3066,3063,3062,3061,3060,238,239,3065,3064,236,237,3069,232,233,3068,146,147,144,143,3119,3118,3117,3115,3114,3113,3112,3111,3110,137,499,494,495,496,497,490,491,492,493,407,406,405,404,403,402,401,400,2017,2010,409,408,379,373,372,375,377,376,393,392,391,390,397,396,395,394,82,83,399,398,245,244,247,3150,241,3156,243,242,3159,3158,249,248,3016,3014,519,518,511,510,513,512,515,514,517,516,458,459,450,453,454,455,456,457,174,173,3088,3085,3084,3087,3086,3081,3080,3083,3082,3140,3141,2021,2022,2023,3144,3145,3146,3148,3149,3232,3230,3231,322,323,320,321,326,327,324,325,328,329,2008,72,3058,3059,3056,3057,3054,3055,3052,3053,3050,3179,3178,3076,3077,3170,3128,3129,3123,3120,3121,3126,3127,3124,3125,540,546,545,120,127,128,414,415,416,417,410,411,412,498,418,419,319,318,313,312,311,310,317,316,315,314,368,369,366,367,364,365,362,363,360,361,380,382,383,384,385,386,387,388,389,3130,258,259,3002,252,253,250,251,257,254,255,2000,508,509,507,504,505,502,503,500,501,469,468,465,464,467,466,461,460,463,462,168,164,167,160,161,2012,3180,3181,3182,3094,3095,3098,3135,3134,3224,3226,3221,3137,3223,3222,357,356,355,354,353,352,351,350,359,358,216,217,212,3133,3132,218,3049,3048,3041,3043,3042,3044,3047,3046,289,281,280,282,285,284,263,262,261,260,267,266,265,264,268,3139,537,536,534,533,532,531,530,539,538,3169,3166,116,3167,119,3164,3165,3172,3163,428,3160,421,420,423,422,427,426,308,309,300,301,302,303,304,305,306,307,79,3070,3071,3072,3073,3074,3075,229,228,3079,225,224,223,3177,3176,3136,151,150,153,152,157,2002,3108,3109,2003,3104,3105,3106,3107,3101,3102,3103,2001,3175,2006,2004,2005,489,488,487,486,485,484,483,482,481,480,2009,472,473,470,471,476,477,474,475,478,479
zipcode,11216,10011,10014,10014,10002,10002,10002,11251,10012,10002,11217,10002,10003,10003,10002,10003,10022,10002,10005,11205,11217,10065,11217,11238,10013,10028,11201,10038,10036,10001,10016,10016,10019,10001,10022,10018,10016,10036,10019,10018,11211,10001,10022,10017,10019,10001,10009,10010,11211,11211,11211,11211,11222,10003,10003,11216,11216,10011,10011,10009,10009,11201,11201,10009,10003,10011,10005,10012,10002,10007,10002,11206,11206,11206,11206,11206,11206,10014,11201,11206,11206,10003,10003,11206,11201,11201,11206,10013,10007,11201,11201,11101,11222,11222,11222,11222,11222,11222,11222,11222,10022,10023,10001,10036,10003,10003,10001,10010,10001,10036,11201,11201,10014,10014,10003,10010,10002,10002,10017,10013,11205,10002,10001,11205,11205,10012,10013,10038,10009,11201,11201,11201,11238,11238,11217,10009,10038,11217,11205,11201,11201,11205,10014,10028,11201,10021,11217,11205,10023,10023,10013,10013,10021,11211,10017,10016,10009,10019,10019,10001,10036,10019,10017,10017,10001,10011,10019,10011,10022,10017,10022,10019,10016,10019,11211,11211,11211,11211,11211,11211,11211,11211,11211,10075,10065,10036,10022,10022,10028,10028,10028,10028,10028,11201,10001,10065,11201,11201,10013,11201,10003,10282,11201,10003,10013,10013,10280,10019,11221,11206,11216,11221,11221,11216,11221,11216,11221,11206,10023,11206,11211,10024,11101,11101,11101,11101,11101,11101,11101,11101,11101,10016,10016,10010,11238,10014,10014,11201,10005,11205,10007,10002,10009,10002,10001,11201,11205,10007,10017,11205,10002,10002,11201,10009,10038,NaN,11201,10014,10011,11205,10022,11205,11238,10018,10280,10005,10002,10014,10003,10011,11238,10022,10007,10007,10001,11211,11101,11205,10004,10281,10011,10011,10012,10012,10013,10011,11220,11201,10036,10011,10010,10009,10001,10002,10003,10019,10016,10019,10019,10036,10022,11217,10010,10003,11211,10011,10011,10011,10017,10016,10016,10012,10016,11201,10004,10004,11211,11222,11222,10021,10065,10014,10024,11101,83,10022,11217,10003,10002,10013,11205,11217,10019,10005,10002,10017,10014,11201,11201,10011,10065,10022,11201,11238,11216,11216,11233,11233,11216,11216,11216,11238,10019,10003,11211,10003,10014,10013,11201,11201,10004,10018,10009,10002,10005,10013,10021,10010,10016,10004,10018,11211,10002,10019,11211,10017,10024,10023,10011,10023,11205,10023,83,10023,83,10003,83,11205,11238,10019,10019,10004,10013,10038,10007,10003,10009,10009,10012,10004,10022,10038,10002,10013,11206,11206,11206,11211,11206,11211,10012,10017,11206,10014,10038,10011,10024,10023,83,10012,10009,10016,10007,11201,11211,11222,11222,10009,11211,11222,11222,11222,11222,11222,11211,11251,10023,83,10013,11251,10001,10018,10009,10001,10018,10036,10003,10011,11211,10019,10038,10016,10002,10011,11211,10016,10018,10016,10003,10036,10036
